Season,Name,Team,Level,Age,G,PA,AVG,BB%,K%,ISO,BABIP,wRAA,wOBA,wRC+,LD%,GB%,FB%,Pull%,Cent%,Oppo%,SwStr%,Pitches,PlayerId
2017,"Luigi Rodriguez","CLE","AA",24,82,309,0.27622378,0.06148867,0.30420712,0.22027972,0.36464088,7.108012140534706,0.35684021839908525,119.7052489931395,0.19895288,0.41884817,0.38219895,0.37628866,0.31958763,0.30412371,0.15853659,1148,"sa547914"
2018,"Luigi Rodriguez","SFG","AA",25,114,425,0.27105263,0.08941176,0.28,0.17105263,0.35742972,9.037491435320394,0.35194878093457954,117.8608324948929,0.1870229,0.49236641,0.32061069,0.46212121,0.23863636,0.29924242,0.1524801,1633,"sa547914"
2016,"Cesar Galvez","COL","AA",24,9,24,0.29166667,0,0.125,0.04166666,0.33333333,-0.8167353135437615,0.2835157612959544,70.63763707528419,0.19047619,0.61904762,0.19047619,0.38095238,0.23809524,0.38095238,0.02666667,75,"sa547994"
2017,"Erick Salcedo","BAL","AA",24,121,460,0.25980392,0.07608696,0.10869565,0.08088235,0.28291317,-8.98571860937211,0.30325924277305605,83.26648304224233,0.18731988,0.49279539,0.31988473,0.51239669,0.2369146,0.25068871,0.07273919,1526,"sa548029"
2018,"Erick Salcedo","BAL","AA",25,127,471,0.22453704,0.06157113,0.11464968,0.06712963,0.25326371,-24.02023118052839,0.260438995101513,57.16497697981604,0.17894737,0.50789474,0.31315789,0.54805195,0.18701299,0.26493506,0.07138384,1597,"sa548029"
2015,"Gabriel Lino","PHI","AA",22,32,123,0.26605505,0.08130081,0.20325203,0.16513761,0.31325301,2.437215754272402,0.34440159162537,118.10780837459167,0.20987654,0.37037037,0.41975309,0.54651163,0.20930233,0.24418605,0.11363636,484,"sa548048"
2016,"Gabriel Lino","PHI","AA",23,18,73,0.31746032,0.09589041,0.17808219,0.2063492,0.36170213,5.381640953674923,0.4215365027728146,163.6081507564335,0.2826087,0.36956522,0.34782609,0.5106383,0.23404255,0.25531915,0.11157025,242,"sa548048"
2017,"Gabriel Quintana","DET","AA",24,118,466,0.26497696,0.04291845,0.26609442,0.23502304,0.31525424,6.588579192443197,0.3456740819609706,112.11150461856738,0.21612903,0.40967742,0.37419355,0.49211356,0.26182965,0.24605678,0.1677771,1651,"sa548052"
2018,"Gabriel Quintana","DET","AA",25,35,148,0.18248175,0.05405405,0.36486486,0.10218978,0.26582278,-9.28164889240667,0.24560318806686918,47.32480533011995,0.09876543,0.48148148,0.41975309,0.43373494,0.26506024,0.30120482,0.17647059,578,"sa548052"
2015,"Yeixon Ruiz","NYM","AA",24,6,26,0.2,0.03846154,0.26923077,0,0.27777778,-2.204608062362047,0.20432433027487534,22.511890045098763,0.13333333,0.6,0.26666667,0.77777778,0.11111111,0.11111111,0.06521739,92,"sa548085"
